report_id,category,district,amount,risk_score,status
SX-101585,upi_fraud,Kolkata,611850,30,investigating
SX-101586,upi_fraud,Kolkata,732735,93,investigating
SX-101587,upi_fraud,Pune,174515,79,verified
SX-101588,phishing,Jaipur,381651,80,verified
SX-101589,upi_fraud,Kolkata,495786,79,submitted
SX-101590,digital_arrest,Mumbai,427448,26,verified
SX-101591,digital_arrest,Pune,536237,49,verified
SX-101592,digital_arrest,Jaipur,619435,99,resolved
SX-101593,phishing,Lucknow,196352,94,resolved
SX-101594,scam_call,Bengaluru,587524,22,verified
SX-101595,counterfeit,Lucknow,62734,58,investigating
SX-101596,upi_fraud,Lucknow,273110,80,resolved
SX-101597,counterfeit,Mumbai,560041,68,investigating
SX-101598,counterfeit,Lucknow,289491,62,submitted
SX-101599,counterfeit,Bengaluru,465026,29,investigating
SX-101600,scam_call,Central Delhi,389211,53,investigating
SX-101601,upi_fraud,Chennai,496531,38,resolved
SX-101602,counterfeit,Pune,312332,62,investigating
SX-101603,scam_call,Bengaluru,141371,64,resolved
SX-101604,digital_arrest,Mumbai,215384,61,verified
SX-101605,counterfeit,Kolkata,614495,64,investigating
SX-101606,scam_call,Central Delhi,461316,26,verified
SX-101607,scam_call,Lucknow,713372,76,resolved
SX-101608,digital_arrest,Kolkata,287490,64,verified
SX-101609,counterfeit,Chennai,324543,76,resolved
SX-101610,scam_call,Central Delhi,511227,16,verified
SX-101611,scam_call,Pune,723992,70,submitted
SX-101612,digital_arrest,Jaipur,186665,85,submitted
SX-101613,phishing,Chennai,255042,38,resolved
SX-101614,phishing,Mumbai,254513,48,verified
SX-101615,phishing,Pune,18011,47,investigating
SX-101616,scam_call,Lucknow,379440,98,investigating
SX-101617,counterfeit,Jaipur,755059,69,verified
SX-101618,scam_call,Jaipur,306534,32,resolved
SX-101619,digital_arrest,Pune,207454,49,verified
SX-101620,digital_arrest,Pune,117026,89,submitted
SX-101621,scam_call,Pune,211115,77,verified
SX-101622,upi_fraud,Kolkata,472907,68,verified
SX-101623,upi_fraud,Chennai,700605,93,resolved
SX-101624,upi_fraud,Kolkata,540438,30,submitted
SX-101625,digital_arrest,Chennai,211185,32,investigating
SX-101626,phishing,Pune,375846,16,submitted
SX-101627,scam_call,Lucknow,520160,57,investigating
SX-101628,scam_call,Mumbai,255735,77,resolved
SX-101629,digital_arrest,Kolkata,157889,77,verified
SX-101630,digital_arrest,Pune,648352,56,verified
SX-101631,upi_fraud,Kolkata,666304,84,verified
SX-101632,upi_fraud,Bengaluru,271846,50,submitted
SX-101633,upi_fraud,Kolkata,195603,26,submitted
SX-101634,counterfeit,Jaipur,416656,57,submitted
SX-101635,phishing,Bengaluru,573535,18,verified
SX-101636,upi_fraud,Lucknow,406393,90,submitted
SX-101637,scam_call,Jaipur,335233,54,verified
SX-101638,scam_call,Lucknow,334045,60,verified
SX-101639,digital_arrest,Mumbai,540267,64,resolved
SX-101640,scam_call,Lucknow,764940,85,resolved
SX-101641,scam_call,Bengaluru,797073,41,verified
SX-101642,scam_call,Chennai,189091,28,resolved
SX-101643,upi_fraud,Central Delhi,6956,62,verified
SX-101644,counterfeit,Lucknow,564576,26,submitted
SX-101645,counterfeit,Kolkata,646628,60,submitted
SX-101646,phishing,Central Delhi,797240,18,resolved
SX-101647,counterfeit,Pune,526556,54,investigating
SX-101648,upi_fraud,Pune,295371,67,resolved
SX-101649,counterfeit,Chennai,78802,17,verified
SX-101650,counterfeit,Pune,541559,56,resolved
SX-101651,upi_fraud,Mumbai,174095,67,submitted
SX-101652,digital_arrest,Pune,23460,64,verified
SX-101653,digital_arrest,Pune,168230,89,investigating
SX-101654,digital_arrest,Central Delhi,539967,18,submitted
SX-101655,upi_fraud,Pune,317755,58,investigating
SX-101656,digital_arrest,Bengaluru,162698,69,verified
SX-101657,upi_fraud,Chennai,315922,27,resolved
SX-101658,digital_arrest,Mumbai,799435,28,resolved
SX-101659,phishing,Lucknow,339917,72,submitted
SX-101660,scam_call,Lucknow,363637,97,submitted
SX-101661,phishing,Pune,741482,34,resolved
SX-101662,upi_fraud,Central Delhi,3694,55,resolved
SX-101663,phishing,Kolkata,640735,83,resolved
SX-101664,scam_call,Bengaluru,226388,89,investigating
SX-101665,scam_call,Jaipur,409704,31,resolved
SX-101666,scam_call,Jaipur,666749,19,submitted
SX-101667,upi_fraud,Mumbai,666626,46,verified
SX-101668,scam_call,Mumbai,328095,47,verified
SX-101669,scam_call,Central Delhi,200007,34,resolved
SX-101670,counterfeit,Jaipur,121676,73,investigating
SX-101671,digital_arrest,Jaipur,578684,77,investigating
SX-101672,phishing,Lucknow,473551,78,submitted
SX-101673,digital_arrest,Central Delhi,103992,18,resolved
SX-101674,upi_fraud,Mumbai,741538,35,investigating
SX-101675,phishing,Mumbai,782255,96,verified
SX-101676,counterfeit,Lucknow,160359,61,investigating
SX-101677,scam_call,Mumbai,77224,80,resolved
SX-101678,scam_call,Lucknow,525151,89,resolved
SX-101679,upi_fraud,Mumbai,577041,48,verified
SX-101680,counterfeit,Bengaluru,407077,50,submitted
SX-101681,phishing,Lucknow,204537,57,submitted
SX-101682,counterfeit,Mumbai,702445,34,resolved
SX-101683,upi_fraud,Bengaluru,108329,38,submitted
SX-101684,scam_call,Mumbai,6138,69,submitted
SX-101685,counterfeit,Lucknow,646331,94,submitted
SX-101686,counterfeit,Bengaluru,474046,59,submitted
SX-101687,digital_arrest,Pune,201896,49,resolved
SX-101688,upi_fraud,Jaipur,289367,48,investigating
SX-101689,upi_fraud,Pune,122712,74,investigating
SX-101690,digital_arrest,Chennai,615039,27,resolved
SX-101691,counterfeit,Pune,773907,95,resolved
SX-101692,counterfeit,Bengaluru,779013,36,investigating
SX-101693,phishing,Kolkata,587258,50,verified
SX-101694,counterfeit,Bengaluru,28029,62,resolved
SX-101695,upi_fraud,Pune,192903,16,submitted
SX-101696,counterfeit,Chennai,137336,82,resolved
SX-101697,scam_call,Pune,483128,59,verified
SX-101698,digital_arrest,Mumbai,676185,52,resolved
SX-101699,counterfeit,Central Delhi,478425,55,investigating
SX-101700,phishing,Bengaluru,212310,20,investigating
SX-101701,digital_arrest,Jaipur,674564,15,verified
SX-101702,phishing,Mumbai,370342,64,submitted
SX-101703,phishing,Kolkata,21566,33,investigating
SX-101704,digital_arrest,Chennai,433764,62,resolved
SX-101705,digital_arrest,Pune,37172,63,verified
SX-101706,counterfeit,Bengaluru,429250,57,resolved
SX-101707,counterfeit,Mumbai,1372,15,verified
SX-101708,scam_call,Mumbai,592327,50,investigating
SX-101709,counterfeit,Jaipur,102995,16,submitted
SX-101710,upi_fraud,Bengaluru,779107,62,submitted
SX-101711,upi_fraud,Chennai,589899,47,verified
SX-101712,upi_fraud,Pune,318582,98,submitted
SX-101713,phishing,Lucknow,482977,53,submitted
SX-101714,scam_call,Kolkata,82156,75,investigating
SX-101715,upi_fraud,Bengaluru,234578,24,verified
SX-101716,phishing,Chennai,412684,48,verified
SX-101717,counterfeit,Pune,102310,44,resolved
SX-101718,digital_arrest,Mumbai,522657,97,verified
SX-101719,counterfeit,Chennai,166348,18,investigating
SX-101720,scam_call,Kolkata,382355,82,submitted
SX-101721,phishing,Central Delhi,673065,63,resolved
SX-101722,counterfeit,Chennai,618558,33,investigating
SX-101723,upi_fraud,Central Delhi,444980,64,resolved
SX-101724,digital_arrest,Pune,527158,61,verified
SX-101725,digital_arrest,Jaipur,796135,55,submitted
SX-101726,digital_arrest,Lucknow,626506,83,verified
SX-101727,counterfeit,Bengaluru,488374,70,verified
SX-101728,digital_arrest,Pune,30427,96,resolved
SX-101729,counterfeit,Lucknow,697124,74,verified
SX-101730,upi_fraud,Bengaluru,399004,25,verified
SX-101731,upi_fraud,Pune,726014,24,submitted
SX-101732,phishing,Bengaluru,661499,17,submitted
SX-101733,counterfeit,Lucknow,256069,73,resolved
SX-101734,counterfeit,Bengaluru,745760,86,investigating
SX-101735,phishing,Bengaluru,543769,19,resolved
SX-101736,upi_fraud,Central Delhi,56961,26,resolved
SX-101737,phishing,Chennai,389127,62,submitted
SX-101738,phishing,Mumbai,196295,34,submitted
SX-101739,digital_arrest,Jaipur,400423,43,verified
SX-101740,upi_fraud,Lucknow,259479,18,verified
SX-101741,upi_fraud,Pune,225939,78,investigating
SX-101742,phishing,Lucknow,443328,31,verified
SX-101743,counterfeit,Lucknow,71817,33,resolved
SX-101744,upi_fraud,Jaipur,256616,56,investigating
SX-101745,upi_fraud,Mumbai,28875,36,investigating
SX-101746,upi_fraud,Central Delhi,444026,17,investigating
SX-101747,phishing,Central Delhi,169803,15,verified
SX-101748,counterfeit,Central Delhi,402223,21,verified
SX-101749,phishing,Central Delhi,159683,59,investigating
SX-101750,counterfeit,Lucknow,551323,45,submitted
SX-101751,counterfeit,Pune,454546,25,resolved
SX-101752,upi_fraud,Central Delhi,21191,74,investigating
SX-101753,digital_arrest,Bengaluru,563452,78,investigating
SX-101754,scam_call,Kolkata,184597,61,resolved
SX-101755,counterfeit,Kolkata,396409,88,resolved
SX-101756,phishing,Mumbai,165708,90,investigating
SX-101757,scam_call,Central Delhi,648830,91,submitted
SX-101758,phishing,Bengaluru,354069,84,investigating
SX-101759,upi_fraud,Bengaluru,549182,54,investigating
SX-101760,upi_fraud,Bengaluru,752,94,investigating
SX-101761,phishing,Jaipur,360135,34,submitted
SX-101762,phishing,Pune,137017,60,verified
SX-101763,phishing,Kolkata,504868,70,submitted
SX-101764,counterfeit,Bengaluru,20880,60,submitted
SX-101765,scam_call,Central Delhi,754457,65,verified
SX-101766,digital_arrest,Lucknow,146206,15,investigating
SX-101767,upi_fraud,Chennai,485350,45,verified
SX-101768,scam_call,Lucknow,240086,55,verified
SX-101769,upi_fraud,Mumbai,391689,71,resolved
SX-101770,counterfeit,Chennai,154069,50,resolved
SX-101771,upi_fraud,Kolkata,310995,87,investigating
SX-101772,phishing,Pune,745786,33,resolved
SX-101773,upi_fraud,Bengaluru,99214,39,resolved
SX-101774,upi_fraud,Jaipur,128312,16,resolved
SX-101775,counterfeit,Jaipur,348332,79,submitted
SX-101776,scam_call,Kolkata,300659,55,investigating
SX-101777,upi_fraud,Kolkata,392383,90,investigating
SX-101778,digital_arrest,Chennai,146308,69,resolved
SX-101779,scam_call,Lucknow,120964,68,resolved
SX-101780,counterfeit,Bengaluru,30790,29,resolved
SX-101781,phishing,Bengaluru,753115,44,submitted
SX-101782,counterfeit,Central Delhi,395453,69,resolved
SX-101783,counterfeit,Jaipur,85664,74,resolved
SX-101784,upi_fraud,Jaipur,591137,79,resolved
SX-101785,digital_arrest,Bengaluru,551589,94,verified
SX-101786,upi_fraud,Chennai,671017,89,submitted
SX-101787,phishing,Bengaluru,203377,18,submitted
SX-101788,scam_call,Central Delhi,503574,38,investigating
SX-101789,counterfeit,Lucknow,127694,54,resolved
SX-101790,scam_call,Jaipur,530745,78,resolved
SX-101791,scam_call,Pune,58315,34,verified
SX-101792,phishing,Mumbai,598960,39,submitted
SX-101793,scam_call,Bengaluru,382354,88,submitted
SX-101794,upi_fraud,Chennai,713656,62,submitted
SX-101795,phishing,Chennai,327604,38,investigating
SX-101796,upi_fraud,Kolkata,751053,76,submitted
SX-101797,digital_arrest,Chennai,677971,33,investigating
SX-101798,digital_arrest,Mumbai,284323,69,submitted
SX-101799,upi_fraud,Mumbai,174059,79,investigating
SX-101800,phishing,Kolkata,274909,54,verified
SX-101801,upi_fraud,Central Delhi,640955,95,investigating
SX-101802,digital_arrest,Jaipur,162880,26,investigating
SX-101803,phishing,Kolkata,752999,73,verified
SX-101804,phishing,Kolkata,118960,94,resolved
SX-101805,counterfeit,Central Delhi,82340,72,submitted
SX-101806,phishing,Kolkata,333650,63,resolved
SX-101807,counterfeit,Central Delhi,237344,53,resolved
SX-101808,digital_arrest,Bengaluru,225992,67,submitted
SX-101809,digital_arrest,Pune,213092,99,submitted
SX-101810,scam_call,Pune,612273,92,verified
SX-101811,phishing,Kolkata,537763,58,resolved
SX-101812,digital_arrest,Central Delhi,594732,18,resolved
SX-101813,phishing,Jaipur,541707,58,submitted
SX-101814,upi_fraud,Bengaluru,268429,98,investigating
SX-101815,phishing,Pune,652977,27,investigating
SX-101816,counterfeit,Jaipur,606685,29,resolved
SX-101817,upi_fraud,Central Delhi,145151,44,submitted
SX-101818,digital_arrest,Pune,617999,92,investigating
SX-101819,phishing,Chennai,529650,41,resolved
SX-101820,phishing,Bengaluru,336243,30,investigating
SX-101821,counterfeit,Kolkata,711713,63,submitted
SX-101822,phishing,Lucknow,208105,63,verified
SX-101823,upi_fraud,Pune,481281,95,verified
SX-101824,upi_fraud,Bengaluru,227711,55,investigating
SX-101825,counterfeit,Bengaluru,513072,95,verified
SX-101826,upi_fraud,Mumbai,480903,37,submitted
SX-101827,scam_call,Lucknow,588444,68,resolved
SX-101828,counterfeit,Central Delhi,221959,55,resolved
SX-101829,digital_arrest,Jaipur,124650,79,resolved
SX-101830,counterfeit,Central Delhi,764256,87,resolved
SX-101831,digital_arrest,Kolkata,125185,73,investigating
SX-101832,counterfeit,Lucknow,200295,18,resolved
SX-101833,phishing,Central Delhi,171113,81,resolved
SX-101834,phishing,Pune,288246,96,investigating
SX-101835,upi_fraud,Chennai,365976,67,resolved
SX-101836,scam_call,Pune,574035,61,verified
SX-101837,counterfeit,Bengaluru,642807,68,resolved
SX-101838,digital_arrest,Jaipur,409550,69,investigating
SX-101839,digital_arrest,Pune,597842,35,investigating
SX-101840,digital_arrest,Mumbai,508171,56,verified
SX-101841,phishing,Mumbai,178744,91,verified
SX-101842,upi_fraud,Central Delhi,427640,17,investigating
SX-101843,digital_arrest,Pune,251696,63,verified
SX-101844,counterfeit,Jaipur,658078,95,investigating
SX-101845,phishing,Pune,378729,81,investigating
SX-101846,counterfeit,Pune,375081,66,verified
SX-101847,digital_arrest,Mumbai,155512,26,resolved
SX-101848,upi_fraud,Lucknow,341293,90,resolved
SX-101849,upi_fraud,Chennai,771877,28,resolved
SX-101850,phishing,Pune,617884,93,verified
SX-101851,upi_fraud,Kolkata,346036,85,resolved
SX-101852,phishing,Mumbai,764434,91,resolved
SX-101853,counterfeit,Central Delhi,714374,53,submitted
SX-101854,counterfeit,Pune,72533,59,verified
SX-101855,counterfeit,Lucknow,607376,97,investigating
SX-101856,counterfeit,Lucknow,286148,21,verified
SX-101857,upi_fraud,Mumbai,35528,81,investigating
SX-101858,phishing,Bengaluru,775900,71,verified
SX-101859,digital_arrest,Jaipur,546333,39,submitted
SX-101860,digital_arrest,Kolkata,437041,42,investigating
SX-101861,upi_fraud,Mumbai,651839,24,investigating
SX-101862,upi_fraud,Chennai,731603,89,resolved
SX-101863,digital_arrest,Mumbai,184151,86,resolved
SX-101864,counterfeit,Jaipur,377996,52,investigating
SX-101865,digital_arrest,Lucknow,151546,78,submitted
SX-101866,scam_call,Mumbai,718083,70,investigating
SX-101867,scam_call,Pune,553555,45,resolved
SX-101868,counterfeit,Lucknow,116292,85,verified
SX-101869,digital_arrest,Kolkata,348821,44,resolved
SX-101870,counterfeit,Chennai,167947,23,investigating
SX-101871,upi_fraud,Chennai,24075,67,verified
SX-101872,digital_arrest,Pune,493694,15,investigating
SX-101873,phishing,Kolkata,8232,40,investigating
SX-101874,phishing,Mumbai,342288,56,investigating
SX-101875,phishing,Kolkata,785321,20,verified
SX-101876,upi_fraud,Pune,644263,61,verified
SX-101877,upi_fraud,Lucknow,490296,47,resolved
SX-101878,digital_arrest,Central Delhi,332671,72,resolved
SX-101879,digital_arrest,Jaipur,526199,71,submitted
SX-101880,counterfeit,Jaipur,495388,28,submitted
SX-101881,scam_call,Jaipur,534938,54,submitted
SX-101882,scam_call,Chennai,189686,53,verified
SX-101883,digital_arrest,Pune,33137,66,submitted
SX-101884,digital_arrest,Kolkata,79091,55,investigating
SX-101885,phishing,Kolkata,562584,67,verified
SX-101886,digital_arrest,Chennai,568174,61,resolved
SX-101887,counterfeit,Mumbai,346823,62,investigating
SX-101888,phishing,Central Delhi,496693,72,submitted
SX-101889,counterfeit,Chennai,671016,21,resolved
SX-101890,digital_arrest,Kolkata,587462,87,resolved
SX-101891,scam_call,Kolkata,665741,28,submitted
SX-101892,digital_arrest,Bengaluru,187346,78,submitted
SX-101893,digital_arrest,Kolkata,552656,59,submitted
SX-101894,phishing,Jaipur,137418,69,resolved
SX-101895,counterfeit,Jaipur,131,20,verified
SX-101896,upi_fraud,Jaipur,770750,25,submitted
SX-101897,digital_arrest,Jaipur,55526,63,resolved
SX-101898,phishing,Pune,549773,18,investigating
SX-101899,upi_fraud,Chennai,238122,68,resolved
SX-101900,digital_arrest,Lucknow,475852,46,investigating
SX-101901,upi_fraud,Mumbai,189890,94,investigating
SX-101902,scam_call,Mumbai,526255,77,investigating
SX-101903,phishing,Chennai,451530,75,submitted
SX-101904,digital_arrest,Kolkata,427686,89,resolved
SX-101905,counterfeit,Pune,425158,85,investigating
SX-101906,upi_fraud,Lucknow,449175,78,submitted
SX-101907,scam_call,Pune,669281,50,investigating
SX-101908,counterfeit,Pune,176678,47,resolved
SX-101909,counterfeit,Pune,595440,79,investigating
SX-101910,phishing,Pune,150809,94,investigating
SX-101911,scam_call,Bengaluru,415730,57,submitted
SX-101912,upi_fraud,Lucknow,395055,18,verified
SX-101913,phishing,Mumbai,189268,52,submitted
SX-101914,scam_call,Mumbai,231260,43,investigating
SX-101915,upi_fraud,Chennai,76361,43,investigating
SX-101916,scam_call,Mumbai,108378,67,submitted
SX-101917,digital_arrest,Chennai,457417,33,investigating
SX-101918,scam_call,Kolkata,216183,56,submitted
SX-101919,digital_arrest,Lucknow,749198,86,investigating
SX-101920,scam_call,Chennai,605130,73,submitted
SX-101921,digital_arrest,Jaipur,111680,24,investigating
SX-101922,counterfeit,Bengaluru,697052,44,investigating
SX-101923,upi_fraud,Lucknow,411342,91,resolved
SX-101924,digital_arrest,Bengaluru,267519,88,investigating
SX-101925,upi_fraud,Jaipur,211748,94,verified
SX-101926,upi_fraud,Pune,451496,47,resolved
SX-101927,scam_call,Pune,36599,56,investigating
SX-101928,upi_fraud,Central Delhi,702153,93,investigating
SX-101929,phishing,Pune,505698,45,verified
SX-101930,digital_arrest,Central Delhi,622443,56,investigating
SX-101931,counterfeit,Chennai,301992,25,submitted
SX-101932,upi_fraud,Jaipur,488529,68,submitted
SX-101933,counterfeit,Kolkata,71664,62,investigating
SX-101934,counterfeit,Central Delhi,392785,66,resolved
SX-101935,scam_call,Kolkata,316923,90,verified
SX-101936,counterfeit,Pune,595745,74,submitted
SX-101937,digital_arrest,Lucknow,37060,27,resolved
SX-101938,digital_arrest,Mumbai,243399,73,verified
SX-101939,upi_fraud,Pune,196653,36,verified
SX-101940,phishing,Jaipur,9392,32,investigating
SX-101941,upi_fraud,Bengaluru,89701,49,submitted
SX-101942,scam_call,Lucknow,724430,31,resolved
SX-101943,upi_fraud,Chennai,534356,52,verified
SX-101944,phishing,Chennai,131747,73,submitted
SX-101945,digital_arrest,Bengaluru,416275,76,resolved
SX-101946,phishing,Lucknow,100839,59,verified
SX-101947,phishing,Lucknow,489484,80,verified
SX-101948,phishing,Kolkata,481620,31,resolved
SX-101949,scam_call,Chennai,395004,58,verified
SX-101950,digital_arrest,Chennai,239163,75,verified
SX-101951,upi_fraud,Pune,101858,50,submitted
SX-101952,scam_call,Lucknow,241243,53,submitted
SX-101953,counterfeit,Pune,537885,42,verified
SX-101954,scam_call,Jaipur,793068,16,resolved
SX-101955,phishing,Kolkata,165528,91,submitted
SX-101956,upi_fraud,Chennai,250888,95,submitted
SX-101957,phishing,Central Delhi,584616,24,resolved
SX-101958,upi_fraud,Lucknow,21305,21,investigating
SX-101959,digital_arrest,Lucknow,649645,69,resolved
SX-101960,digital_arrest,Kolkata,692464,84,submitted
SX-101961,scam_call,Chennai,771561,58,resolved
SX-101962,upi_fraud,Central Delhi,698266,76,verified
SX-101963,counterfeit,Central Delhi,182382,42,investigating
SX-101964,digital_arrest,Pune,658913,39,resolved
SX-101965,scam_call,Mumbai,109567,51,resolved
SX-101966,upi_fraud,Bengaluru,219387,63,verified
SX-101967,upi_fraud,Lucknow,453409,35,resolved
SX-101968,scam_call,Central Delhi,776615,22,investigating
SX-101969,upi_fraud,Mumbai,134731,53,verified
SX-101970,upi_fraud,Bengaluru,55673,35,verified
SX-101971,digital_arrest,Chennai,137707,91,verified
SX-101972,upi_fraud,Central Delhi,79236,18,submitted
SX-101973,counterfeit,Pune,251763,59,resolved
SX-101974,upi_fraud,Bengaluru,134902,50,verified
SX-101975,upi_fraud,Pune,670019,44,verified
SX-101976,counterfeit,Jaipur,282840,42,investigating
SX-101977,scam_call,Bengaluru,569091,34,submitted
SX-101978,phishing,Pune,126693,47,resolved
SX-101979,phishing,Mumbai,400189,83,resolved
SX-101980,upi_fraud,Kolkata,403639,93,verified
SX-101981,scam_call,Bengaluru,551446,27,submitted
SX-101982,counterfeit,Mumbai,136003,92,verified
SX-101983,digital_arrest,Bengaluru,213686,56,verified
SX-101984,scam_call,Pune,140709,61,verified
SX-101985,digital_arrest,Bengaluru,39347,93,resolved
SX-101986,scam_call,Pune,251489,27,submitted
SX-101987,counterfeit,Chennai,498380,94,verified
SX-101988,phishing,Chennai,399993,34,investigating
SX-101989,phishing,Bengaluru,73479,35,resolved
SX-101990,upi_fraud,Mumbai,298960,66,resolved
SX-101991,digital_arrest,Pune,543433,46,submitted
SX-101992,phishing,Bengaluru,695307,74,verified
SX-101993,digital_arrest,Central Delhi,393725,84,verified
SX-101994,counterfeit,Pune,79852,15,resolved
SX-101995,phishing,Chennai,592484,37,investigating
SX-101996,scam_call,Pune,91077,60,resolved
SX-101997,counterfeit,Mumbai,96847,28,verified
SX-101998,upi_fraud,Lucknow,597439,68,verified
SX-101999,phishing,Central Delhi,11990,80,submitted
SX-102000,counterfeit,Chennai,137415,63,submitted
SX-102001,upi_fraud,Bengaluru,554074,60,verified
SX-102002,phishing,Chennai,785999,80,resolved
SX-102003,counterfeit,Central Delhi,370979,71,investigating
SX-102004,scam_call,Bengaluru,698534,98,investigating
SX-102005,counterfeit,Bengaluru,183648,23,verified
SX-102006,scam_call,Bengaluru,781638,86,submitted
SX-102007,counterfeit,Jaipur,730397,97,resolved
SX-102008,scam_call,Pune,596303,31,investigating
SX-102009,scam_call,Chennai,120907,28,verified
SX-102010,counterfeit,Kolkata,170029,17,investigating
SX-102011,counterfeit,Mumbai,51747,84,resolved
SX-102012,digital_arrest,Lucknow,503635,83,verified
SX-102013,upi_fraud,Mumbai,14904,31,submitted
SX-102014,upi_fraud,Kolkata,565690,37,resolved
SX-102015,upi_fraud,Central Delhi,374766,45,investigating
SX-102016,upi_fraud,Lucknow,506275,92,resolved
SX-102017,digital_arrest,Kolkata,252297,41,investigating
SX-102018,counterfeit,Jaipur,52961,30,investigating
SX-102019,counterfeit,Central Delhi,779370,31,submitted
SX-102020,upi_fraud,Mumbai,400756,54,investigating
SX-102021,counterfeit,Bengaluru,738078,71,investigating
SX-102022,scam_call,Kolkata,332518,23,submitted
SX-102023,upi_fraud,Mumbai,674543,85,verified
SX-102024,digital_arrest,Lucknow,315813,76,investigating
SX-102025,scam_call,Chennai,563173,49,submitted
SX-102026,digital_arrest,Central Delhi,23777,47,submitted
SX-102027,upi_fraud,Bengaluru,211205,76,verified
SX-102028,counterfeit,Jaipur,236658,23,verified
SX-102029,upi_fraud,Lucknow,86115,35,verified
SX-102030,scam_call,Pune,315607,25,resolved
SX-102031,phishing,Kolkata,72692,72,verified
SX-102032,upi_fraud,Kolkata,357540,23,submitted
SX-102033,upi_fraud,Chennai,5635,43,verified
SX-102034,counterfeit,Pune,383881,36,resolved
SX-102035,phishing,Central Delhi,82353,71,resolved
SX-102036,counterfeit,Mumbai,208167,97,submitted
SX-102037,digital_arrest,Pune,525121,50,resolved
SX-102038,scam_call,Kolkata,685948,85,submitted
SX-102039,digital_arrest,Pune,35686,95,investigating
SX-102040,upi_fraud,Jaipur,571284,40,investigating
SX-102041,scam_call,Central Delhi,426160,25,verified
SX-102042,scam_call,Pune,1074,63,resolved
SX-102043,digital_arrest,Chennai,158933,95,investigating
SX-102044,counterfeit,Bengaluru,571338,58,resolved
SX-102045,upi_fraud,Kolkata,532914,82,submitted
SX-102046,phishing,Central Delhi,130716,42,submitted
SX-102047,digital_arrest,Central Delhi,700381,45,verified
SX-102048,upi_fraud,Pune,521892,55,submitted
SX-102049,phishing,Jaipur,507095,95,submitted
SX-102050,upi_fraud,Central Delhi,467367,98,verified
SX-102051,phishing,Mumbai,237153,94,resolved
SX-102052,digital_arrest,Lucknow,28629,44,verified
SX-102053,digital_arrest,Central Delhi,201900,38,resolved
SX-102054,upi_fraud,Pune,650442,81,resolved
SX-102055,counterfeit,Lucknow,790581,66,resolved
SX-102056,scam_call,Pune,241054,79,verified
SX-102057,digital_arrest,Chennai,749704,94,verified
SX-102058,digital_arrest,Jaipur,237462,91,investigating
SX-102059,counterfeit,Chennai,193256,27,investigating
SX-102060,digital_arrest,Pune,777254,51,submitted
SX-102061,phishing,Chennai,765864,98,resolved
SX-102062,counterfeit,Bengaluru,729831,38,resolved
SX-102063,digital_arrest,Kolkata,182234,55,resolved
SX-102064,phishing,Central Delhi,380016,54,submitted
SX-102065,scam_call,Chennai,491706,32,submitted
SX-102066,digital_arrest,Jaipur,6593,50,submitted
SX-102067,upi_fraud,Bengaluru,644591,30,verified
SX-102068,phishing,Mumbai,712557,75,verified
SX-102069,scam_call,Jaipur,168505,34,verified
SX-102070,phishing,Central Delhi,714033,22,investigating
SX-102071,digital_arrest,Bengaluru,276277,83,verified
SX-102072,digital_arrest,Pune,583636,57,resolved
SX-102073,upi_fraud,Pune,45277,44,verified
SX-102074,counterfeit,Bengaluru,331258,98,submitted
SX-102075,phishing,Jaipur,232968,49,verified
SX-102076,counterfeit,Central Delhi,82633,31,verified
SX-102077,counterfeit,Mumbai,677588,52,submitted
SX-102078,digital_arrest,Chennai,516556,58,investigating
SX-102079,counterfeit,Central Delhi,771494,28,investigating
SX-102080,phishing,Bengaluru,799477,54,investigating
SX-102081,phishing,Bengaluru,234821,19,verified
SX-102082,scam_call,Chennai,627187,67,investigating
SX-102083,upi_fraud,Kolkata,492991,80,resolved
SX-102084,counterfeit,Jaipur,174853,73,investigating
SX-102085,phishing,Kolkata,315066,90,submitted
SX-102086,scam_call,Bengaluru,206583,25,investigating
SX-102087,counterfeit,Bengaluru,225319,91,investigating
SX-102088,phishing,Pune,16640,68,submitted
SX-102089,scam_call,Jaipur,210923,15,investigating
SX-102090,scam_call,Kolkata,423515,98,submitted
SX-102091,upi_fraud,Central Delhi,2761,89,verified
SX-102092,digital_arrest,Chennai,271924,95,verified
SX-102093,scam_call,Kolkata,722283,80,submitted
SX-102094,scam_call,Central Delhi,34925,27,submitted
SX-102095,upi_fraud,Kolkata,657854,59,submitted
SX-102096,scam_call,Central Delhi,243627,31,submitted
SX-102097,counterfeit,Bengaluru,441776,85,verified
SX-102098,scam_call,Pune,627774,83,resolved
SX-102099,counterfeit,Central Delhi,140526,69,investigating
SX-102100,scam_call,Chennai,44186,90,investigating
SX-102101,upi_fraud,Chennai,409091,76,verified
SX-102102,scam_call,Bengaluru,502887,83,investigating
SX-102103,upi_fraud,Lucknow,789171,73,submitted
SX-102104,digital_arrest,Kolkata,155753,44,investigating
SX-102105,scam_call,Lucknow,547963,54,verified
SX-102106,counterfeit,Lucknow,36643,77,submitted
SX-102107,digital_arrest,Kolkata,751337,22,verified
SX-102108,upi_fraud,Central Delhi,155993,80,resolved
SX-102109,scam_call,Kolkata,608241,82,verified
SX-102110,upi_fraud,Central Delhi,240263,62,investigating
SX-102111,counterfeit,Pune,89403,33,verified
SX-102112,digital_arrest,Jaipur,533032,61,verified
